id,value
"Barea, Jose Juan",4.2
"Felton, Raymond",0.9
"Villanueva, Charlie",8.1
"Barea, Jose Juan",6.3
"Biyombo, Bismack",8.1
"Biyombo, Bismack",4.7
"Neal, Gary",3.1
"Williams, Marvin",9.5
"Williams, Marvin",9.2
"Williams, Marvin",1.5
"Vonleh, Noah",5.4
"Vonleh, Noah",3.7
"Arthur, Darrell",6.6
"Faried, Kenneth",8.1
"Nelson, Jameer",0.7
"Arthur, Darrell",9.3
"Hickson, JJ",4.8
"Chandler, Wilson",6.4
"Morris, Markieff",1.8
"Thomas, Isaiah",4.7
"Wright, Brandan",2.5
"Wright, Brandan",1.2
"Wright, Brandan",0.8
"Plumlee, Miles",7.7
"Morris, Marcus",5.2
"Wright, Brandan",0.7
"Wright, Brandan",11.7
"Scola, Luis",4.6
"Allen, Lavoy",3.6
"Bonner, Matt",4.6
"Splitter, Tiago",1.1
"Splitter, Tiago",4.4
"Bonner, Matt",6.7
"Diaw, Boris",2.5
"Diaw, Boris",3.9
"Baynes, Aron",6.6
"Dudley, Jared",4.3
"Bayless, Jerryd",10.5
"Mayo, O.J.",1.1
"Henson, John",5.5
"Dudley, Jared",1.8
"Henson, John",6.3
"Morris, Markieff",7.1
"Plumlee, Miles",0.5
"Plumlee, Miles",1.9
"Morris, Marcus",5.4
"Morris, Markieff",2.8
"Morris, Markieff",4.6
"Thomas, Isaiah",6.6
"Plumlee, Miles",3
"Plumlee, Miles",0.7
"Tucker, PJ",4.1
"Hickson, JJ",7.4
"Nurkic, Jusuf",1.8
"Hickson, JJ",4
"Hickson, JJ",6.3
"Chandler, Wilson",14.4
"Lawson, Ty",5
"Booker, Trevor",3.7
"Evans, Jeremy",2.9
"Favors, Derrick",2.2
"Favors, Derrick",6.8
"Favors, Derrick",5.7
"Favors, Derrick",1.3
"Murry, Toure",2.8
"Collison, Darren",2
"Williams, Derrick",5.1
"Williams, Derrick",3.9
"Williams, Derrick",4.9
"Landry, Carl",4.3
"Landry, Carl",1.3
"Landry, Carl",6.5
"Kanter, Enes",3.5
"Booker, Trevor",6.1
"Kuzmic, Ognjen",3.7
"Kuzmic, Ognjen",9.2
"Robinson, Nate",13.3
"Chandler, Wilson",1.1
"Faried, Kenneth",2.7
"James, LeBron",5.7
"Waiters, Dion",0.1
"Marion, Shawn",4.1
"Thompson, Tristan",5.9
"Allen, Lavoy",6
"Olynyk, Kelly",7.6
"Olynyk, Kelly",1.9
"Olynyk, Kelly",2
"Olynyk, Kelly",2.3
"Bass, Brandon",5.9
"Olynyk, Kelly",3
"Olynyk, Kelly",5.9
"Bass, Brandon",1.9
"Temple, Garrett",2.9
"Miller, Andre",6.2
"Boozer, Carlos",6.4
"Young, Nick",3
"Boozer, Carlos",2.2
"Boozer, Carlos",7.2
"Hill, Jordan",2.8
"Lin, Jeremy",0
"Boozer, Carlos",6.2
"Lin, Jeremy",3.6
"Sacre, Robert",1.5
"Boozer, Carlos",6.5
"Sacre, Robert",2.1
"Collison, Nick",4.7
"Morrow, Anthony",3.7
"Ibaka, Serge",4.9
"Adams, Steven",1.7
"Westbrook, Russell",2.9
"Perkins, Kendrick",4.1
"Aldridge, LaMarcus",6.8
"Speights, Marreese",8.2
"Speights, Marreese",3.8
"Speights, Marreese",8.2
"Barnes, Harrison",2
"Thompson, Klay",1.5
"Curry, Stephen",7.2
"Speights, Marreese",8.4
"Speights, Marreese",4.1
"Bonner, Matt",4.5
"Bonner, Matt",8.1
"Baynes, Aron",5.6
"Anderson, Kyle",3.6
"Belinelli, Marco",0.7
"Baynes, Aron",4
"Ayres, Jeff",0
"Ayres, Jeff",6.2
"Ayres, Jeff",7.4
"Ayres, Jeff",5.7
"Anderson, Kyle",3.6
"Papanikolaou, Kostas",1.9
"Ariza, Trevor",5.2
"Black, Tarik",2.7
"Papanikolaou, Kostas",6.9
"Johnson, Nick",1.6
"Davies, Brandon",2.1
"Davies, Brandon",2.4
"Griffin, Blake",9.4
"Griffin, Blake",5.4
"Davis, Glen",4
"Jordan, DeAndre",5.3
"Jordan, DeAndre",2.1
"Jordan, DeAndre",10
"Lillard, Damian",3.2
"Kaman, Chris",6.6
"Kaman, Chris",3.2
"Lopez, Robin",1.6
"Hill, Jordan",14.5
"Hill, Jordan",1.7
"Price, Ronnie",13.5
"Sacre, Robert",4.7
"Davis, Ed",7.2
"Young, Nick",1.8
"Boozer, Carlos",4.1
"Davis, Ed",11.9
"Parker, Jabari",5.4
"Pachulia, Zaza",5.1
"Parker, Jabari",3.8
"Ilyasova, Ersan",5.2
"Pachulia, Zaza",1.7
"Dudley, Jared",6.1
"Ilyasova, Ersan",2.4
"Middleton, Khris",5.1
"Ilyasova, Ersan",12.5
"Dudley, Jared",0.8
"Parker, Jabari",2.1
"Thompson, Jason",5.6
"Thompson, Jason",8.9
"Thompson, Jason",11.8
"Thompson, Jason",5.7
"Williams, Derrick",4.5
"Cousins, DeMarcus",2.4
"Gay, Rudy",4.4
"Thompson, Jason",5.1
"Thompson, Jason",0.5
"Cousins, DeMarcus",1.5
"Williams, Derrick",0
"Belinelli, Marco",10
"Belinelli, Marco",1.4
"Baynes, Aron",5
"Baynes, Aron",5.1
"Leonard, Kawhi",1.3
"Diaw, Boris",1.5
"Baynes, Aron",1.7
"Baynes, Aron",1.9
"Ayres, Jeff",5.3
"Diaw, Boris",3.2
"Ayres, Jeff",1.6
"Anderson, Kyle",5.7
"Baynes, Aron",7
"Baynes, Aron",3.3
"Anthony, Carmelo",4.1
"Smith, J.R.",3.4
"Stoudemire, Amar'e",2.5
"Aldrich, Cole",6.1
"Aldrich, Cole",4.2
"Aldrich, Cole",1.7
"Wear, Travis",3.1
"Ellis, Monta",13.6
"Nowitzki, Dirk",5.2
"Parsons, Chandler",2.3
"Nowitzki, Dirk",6.5
"Nowitzki, Dirk",7
"Chandler, Tyson",2.1
"Barea, Jose Juan",3.6
"Jefferson, Richard",3.1
"Davis, Anthony",4.5
"Holiday, Jrue",5.3
"Evans, Tyreke",5.4
"Ajinca, Alexis",5.7
"Teletovic, Mirza",3.9
"Garnett, Kevin",2.3
"Teletovic, Mirza",3.8
"Plumlee, Mason",2.5
"Mirotic, Nikola",6.1
"Noah, Joakim",0.8
"Mirotic, Nikola",5.1
"Noah, Joakim",5.8
"Noah, Joakim",6.7
"Noah, Joakim",6.5
"Hinrich, Kirk",2.4
"Jerebko, Jonas",3.6
"Jerebko, Jonas",5.7
"Jerebko, Jonas",7.4
"Jerebko, Jonas",5.9
"Leuer, Jon",5.2
"Leuer, Jon",4.8
"Leuer, Jon",2.1
"Carter, Vince",12.2
"Leuer, Jon",4.1
"Udrih, Beno",2.8
"Leuer, Jon",3
"Leuer, Jon",3.4
"Nelson, Jameer",8.5
"Faried, Kenneth",1.8
"Barton, Will",7
"Nelson, Jameer",11.1
"Jordan, DeAndre",8.8
"Redick, JJ",6.2
"Rivers, Austin",5.3
"Hawes, Spencer",1.5
"Crawford, Jamal",8.3
"Redick, JJ",4.5
"Redick, JJ",1.8
"Rivers, Austin",3.7
"Jordan, DeAndre",2.5
"Calathes, Nick",5.6
"Allen, Tony",4.9
"Leuer, Jon",0.6
"Leuer, Jon",15.6
"Udrih, Beno",4.5
"Gasol, Marc",2
"Moore, E'Twaun",6.1
"Brooks, Aaron",3.5
"Brooks, Aaron",5.4
"Hinrich, Kirk",1.6
"Noah, Joakim",0.8
"Butler, Rasual",0.8
"Wall, John",10.8
"Sessions, Ramon",4.6
Nene,10.8
"Sessions, Ramon",2.4
"Dorsey, Joey",1.7
"Prigioni, Pablo",3.9
"Smith, Josh",5.1
"Brewer, Corey",4.4
"Goodwin, Archie",4.9
"Bledsoe, Eric",1.5
"Goodwin, Archie",2.6
"Wright, Brandan",1.2
"Curry, Stephen",4.3
"Bogut, Andrew",1.7
"Curry, Stephen",3.4
"Bogut, Andrew",0
"Horford, Al",4.5
"Schroder, Dennis",8.9
"Monroe, Greg",3
"Meeks, Jodie",3
"Butler, Caron",4.9
"Lucas III, John",3.1
"Augustin, D.J.",4.1
"Singler, Kyle",6.5
"Udrih, Beno",4.1
"Calathes, Nick",4.5
"Calathes, Nick",3.6
"Randolph, Zach",4
"Randolph, Zach",3.4
"Cole, Norris",2.5
"Johnson, Tyler",4.3
"Sampson, JaKarr",6.2
"Mbah a Moute, Luc",4.5
"Drew, Larry",4.2
"Mbah a Moute, Luc",6.8
"Bradley, Avery",2.2
"Sullinger, Jared",2.6
"Bradley, Avery",3.8
"Bradley, Avery",2.8
"Bass, Brandon",1.9
"Bradley, Avery",1.6
"Zeller, Tyler",0.6
"Prince, Tayshaun",5.1
"Bradley, Avery",4.2
"Jackson, Reggie",4.1
"Jackson, Reggie",6.8
"Ibaka, Serge",4
"Morrow, Anthony",7.4
"Perkins, Kendrick",2.3
"Perkins, Kendrick",1.6
"Jackson, Reggie",5.6
"Morrow, Anthony",5.1
"Morrow, Anthony",1.9
"Schroder, Dennis",5
"Wolters, Nate",2.1
"Ajinca, Alexis",1.5
"Gordon, Eric",15.7
"Wolters, Nate",7.5
"Wolters, Nate",1.6
"Barea, Jose Juan",5.5
"Barea, Jose Juan",2.9
"Barea, Jose Juan",3.6
"Neal, Gary",4.5
"Biyombo, Bismack",1.9
"Roberts, Brian",4.4
"Neal, Gary",4.6
"Stephenson, Lance",5.7
"Jefferson, Al",3.8
"Jefferson, Al",0.9
"Neal, Gary",1.7
"Neal, Gary",4.4
"Nelson, Jameer",3.1
"Lawson, Ty",9.5
"Afflalo, Arron",4.6
"Arthur, Darrell",4.2
"Wright, Brandan",4.4
"Len, Alex",0.6
"Bledsoe, Eric",7.2
"Thomas, Isaiah",3.9
"Thomas, Isaiah",2.3
"Splitter, Tiago",1.2
"Joseph, Cory",6.2
"Parker, Tony",3.7
"Joseph, Cory",5
"Parker, Tony",2.2
"Parker, Tony",3.2
"Joseph, Cory",2.4
"Splitter, Tiago",5
"Splitter, Tiago",4.8
"Daye, Austin",7.9
"Diaw, Boris",0.8
"Baynes, Aron",0.2
"Daye, Austin",0.8
"Baynes, Aron",1.9
"Knight, Brandon",3.4
"Knight, Brandon",2.2
"Pachulia, Zaza",2.9
"Henson, John",2.3
"Marshall, Kendall",2.4
"Middleton, Khris",3.6
"Bayless, Jerryd",4.7
"Bayless, Jerryd",13.2
"Thomas, Isaiah",4.1
"Thomas, Isaiah",4
"Thomas, Isaiah",3
"Thomas, Isaiah",3.9
"Hickson, JJ",15.4
"Hickson, JJ",2.7
"Afflalo, Arron",6.6
"Lawson, Ty",3.4
"Mozgov, Timofey",3.2
"Mozgov, Timofey",0.8
"Arthur, Darrell",5.5
"Arthur, Darrell",0.8
"Robinson, Nate",4.4
"Burke, Trey",5.8
"Exum, Dante",3.5
"Burke, Trey",3
"Clark, Ian",4.7
"Burke, Trey",3.4
"Burke, Trey",3.5
"Collison, Darren",3.2
"Collison, Darren",6.5
"Collison, Darren",4.3
"Collison, Darren",2.1
"Landry, Carl",1.6
"Favors, Derrick",0.5
"Burke, Trey",4.7
"Favors, Derrick",6.4
"Burke, Trey",5.3
"Burke, Trey",1.2
"Hayward, Gordon",2.2
"Burke, Trey",2.9
"Curry, Stephen",2.8
"Curry, Stephen",3.6
"Barnes, Harrison",0
"Thompson, Klay",4.5
"Curry, Stephen",3.7
"Green, Draymond",1.8
"Curry, Stephen",2.1
"Green, Draymond",2.4
"Curry, Stephen",4.8
"Barnes, Harrison",1.3
"Livingston, Shaun",4.5
"Livingston, Shaun",1.5
"Lawson, Ty",4
"Robinson, Nate",3
"Lawson, Ty",3.4
"Lawson, Ty",4.5
"Lawson, Ty",5.7
"Chandler, Wilson",5.1
"Mozgov, Timofey",2.3
"Waiters, Dion",0.9
"Irving, Kyrie",2.8
"Marion, Shawn",1
"Marion, Shawn",6
"Love, Kevin",4.5
"Harris, Joe",6.3
"Watson, CJ",5.4
"Watson, CJ",5.6
"Watson, CJ",9.8
"Stuckey, Rodney",2.1
"Hibbert, Roy",2.2
"Hibbert, Roy",1.8
"Bradley, Avery",4.2
"Green, Jeff",3.9
"Bradley, Avery",4.6
"Bradley, Avery",3.4
"Turner, Evan",0.9
"Pressey, Phil",6
"Bradley, Avery",4.2
"Beal, Bradley",4.2
"Wall, John",5.9
"Wall, John",3.6
"Humphries, Kris",1.8
"Porter, Otto",4.1
"Gortat, Marcin",2
"Gortat, Marcin",2.4
"Wall, John",4.8
"Wall, John",3.5
"Price, Ronnie",2.5
"Sacre, Robert",2.5
"Young, Nick",1.9
"Lin, Jeremy",2.7
"Johnson, Wesley",7.5
"Price, Ronnie",7
"Johnson, Wesley",10.4
"Price, Ronnie",3.7
"Lin, Jeremy",4.9
"Sacre, Robert",1.7
"Sacre, Robert",3.7
"Boozer, Carlos",1.6
"Hill, Jordan",1
"Hill, Jordan",1.8
"Ellington, Wayne",6.3
"Adams, Steven",7
"Ibaka, Serge",2.9
"Westbrook, Russell",2.1
"Westbrook, Russell",2.2
"Jones, Perry",5.9
"Durant, Kevin",5.8
"Jackson, Reggie",4.2
"Westbrook, Russell",4
"Roberson, Andre",12.9
"Ibaka, Serge",1.1
"Ibaka, Serge",6.7
"Lillard, Damian",3.1
"Lillard, Damian",2.8
"Lopez, Robin",1.9
"Lillard, Damian",4.7
"Lillard, Damian",8.3
"Kaman, Chris",3.5
"Lillard, Damian",2.2
"Lillard, Damian",8.4
"Batum, Nicolas",2
"Curry, Stephen",2.3
"Thompson, Klay",4
"Barnes, Harrison",6.4
"Barbosa, Leandro",4.5
"Speights, Marreese",1.8
"Barbosa, Leandro",4.7
"Thompson, Klay",6
"Thompson, Klay",11.3
"Thompson, Klay",5.1
"Ezeli, Festus",5.1
"Speights, Marreese",2.8
"Green, Draymond",4.8
"Ezeli, Festus",2.4
"Curry, Stephen",10.2
"Rush, Brandon",8.6
"Barbosa, Leandro",2.3
"Green, Danny",4.5
"Bonner, Matt",5.5
"Joseph, Cory",3.4
"Duncan, Tim",1.5
"Belinelli, Marco",3.4
"Joseph, Cory",4.4
"Bonner, Matt",3.5
"Joseph, Cory",4.1
"Green, Danny",3.6
"Diaw, Boris",2.6
"Baynes, Aron",0.1
"Ayres, Jeff",9.2
"Joseph, Cory",2.8
"Green, Danny",2.2
"Ayres, Jeff",5.3
"Terry, Jason",3.6
"Terry, Jason",1
"Terry, Jason",5.4
"Papanikolaou, Kostas",1.1
"Terry, Jason",5.3
"Ariza, Trevor",2.5
"Terry, Jason",2.9
"Papanikolaou, Kostas",1.8
"Terry, Jason",4.5
"Harden, James",4.4
"Garcia, Francisco",4.4
"Motiejunas, Donatas",5.4
"Mbah a Moute, Luc",8.2
"Carter-Williams, Michael",8.2
"Covington, Robert",1.6
"Covington, Robert",4.1
"Mbah a Moute, Luc",0.6
"Covington, Robert",5.8
"Turkoglu, Hedo",6.3
"Farmar, Jordan",3.6
"Farmar, Jordan",9.2
"Farmar, Jordan",3.3
"Farmar, Jordan",2.7
"Davis, Glen",0.3
"Hawes, Spencer",3.1
"Farmar, Jordan",3.5
"Farmar, Jordan",5.7
"Farmar, Jordan",3.7
"Farmar, Jordan",4.1
"Kaman, Chris",8.9
"Aldridge, LaMarcus",5.1
"Kaman, Chris",2.5
"Price, Ronnie",3.5
"Ellington, Wayne",9.9
"Lin, Jeremy",4.2
"Lin, Jeremy",2
"Lin, Jeremy",5.4
"Lin, Jeremy",3.4
"Lin, Jeremy",5.1
"Hill, Jordan",3.8
"Hill, Jordan",2.9
"Lin, Jeremy",3.2
"Lin, Jeremy",2.5
"Davis, Ed",2.7
"Lin, Jeremy",4.2
"Young, Nick",3
"Antetokounmpo, Giannis",1.8
"Knight, Brandon",3.8
"Knight, Brandon",2.3
"Parker, Jabari",6.3
"Knight, Brandon",1.4
"Mayo, O.J.",4.7
"Knight, Brandon",3.2
"Knight, Brandon",1.9
"Knight, Brandon",5.8
"Knight, Brandon",5.8
"Mayo, O.J.",2
"Marshall, Kendall",4.6
"Gay, Rudy",7.7
"Williams, Derrick",3.6
"Sessions, Ramon",2.5
"Sessions, Ramon",2.4
"Baynes, Aron",2.3
"Green, Danny",6.1
"Parker, Tony",5.9
"Parker, Tony",4.8
"Anderson, Kyle",1.8
"Green, Danny",4.1
"Green, Danny",5.2
"Green, Danny",6.4
"Prigioni, Pablo",5.7
"Prigioni, Pablo",8.3
"Larkin, Shane",3.7
"Larkin, Shane",4.5
"Smith, Jason",3
"Ellis, Monta",6.6
"Barea, Jose Juan",9.9
"Aminu, Al-Farouq",0
"Nelson, Jameer",2.5
"Chandler, Tyson",2.6
"Barea, Jose Juan",3.9
"Holiday, Jrue",6.9
"Holiday, Jrue",3
"Anderson, Ryan",3.3
"Asik, Omer",0.7
"Asik, Omer",6.5
"Evans, Tyreke",2.8
"Holiday, Jrue",5.3
"Asik, Omer",2.3
"Davis, Anthony",2.5
"Davis, Anthony",13.1
"Asik, Omer",3
"Fredette, Jimmer",5.2
"Cole, Norris",4.7
"Cole, Norris",8.2
"Cole, Norris",6.5
"Deng, Luol",2.3
"Cole, Norris",4.1
"Gordon, Aaron",1.4
"Payton, Elfrid",7.6
"Bledsoe, Eric",8.1
"Morris, Marcus",1.2
"Wright, Brandan",1.8
"Green, Gerald",3.6
"Barbosa, Leandro",6.4
"Thompson, Klay",3.6
"Lee, David",1.2
"Livingston, Shaun",4.9
"Bazemore, Kent",6.5
"Millsap, Paul",2
"Millsap, Paul",1.6
"Bazemore, Kent",0.7
"Korver, Kyle",1.2
"Korver, Kyle",5.8
"Bazemore, Kent",5.1
"Bazemore, Kent",3.9
"Carroll, DeMarre",6.5
"Carroll, DeMarre",10.3
"Brand, Elton",1.3
"Korver, Kyle",1.3
"Korver, Kyle",1.1
"Bazemore, Kent",1.9
"Antetokounmpo, Giannis",6
"Antetokounmpo, Giannis",1.1
"Henson, John",5.2
"Antetokounmpo, Giannis",1.5
"Mayo, O.J.",3.3
"Pachulia, Zaza",2.4
"Middleton, Khris",2.9
"Antetokounmpo, Giannis",1.9
"Mayo, O.J.",4
"Dragic, Goran",2.8
"Morris, Marcus",5.3
"Green, Gerald",10.3
"Tucker, PJ",6.4
"Bledsoe, Eric",0.8
"Tucker, PJ",4.6
"Dragic, Goran",0.8
"Tucker, PJ",2.5
"Green, Gerald",3.5
"Dragic, Goran",1.5
"Plumlee, Miles",2.3
"Green, Gerald",3.6
"Green, Gerald",1.5
"Afflalo, Arron",3.2
"Afflalo, Arron",4.1
"Chandler, Wilson",8.8
"Chandler, Wilson",7.6
"Afflalo, Arron",4.7
"Afflalo, Arron",3.3
"Chandler, Wilson",1.6
"Arthur, Darrell",0.9
"Faried, Kenneth",3.1
"Chandler, Wilson",5.8
"Chandler, Wilson",2.3
"Chandler, Wilson",1.7
"Chandler, Wilson",4
"Ingles, Joe",4.9
"Ingles, Joe",4.6
"Ingles, Joe",2.7
"Exum, Dante",0.9
"Ingles, Joe",5.9
"Ingles, Joe",2
"Gobert, Rudy",3
"Gobert, Rudy",2
"Hayward, Gordon",9.4
"Gay, Rudy",1.4
"Cousins, DeMarcus",2.9
"Williams, Derrick",8.8
"McLemore, Ben",0.7
"Cousins, DeMarcus",1.4
"Williams, Derrick",0.6
"Williams, Derrick",4.9
"Williams, Derrick",6
"Gay, Rudy",1.9
"Gay, Rudy",4.3
"Gay, Rudy",2.3
"Williams, Derrick",0.8
"Thompson, Jason",7.9
"Kanter, Enes",1.4
"Favors, Derrick",4.2
"Ingles, Joe",0.2
"Christopher, Patrick",8.3
"Favors, Derrick",7.1
"Christopher, Patrick",0
"Ingles, Joe",4.2
"Ingles, Joe",2.4
"Hayward, Gordon",11.3
"Hood, Rodney",2.9
"Favors, Derrick",0.3
"Booker, Trevor",10.8
"Ingles, Joe",9.6
"Burke, Trey",3.9
"Booker, Trevor",6
"Hood, Rodney",0.6
"Hood, Rodney",0.3
"Green, Draymond",10.2
"Green, Draymond",5.8
"Iguodala, Andre",3.2
"Iguodala, Andre",3.3
"Iguodala, Andre",2.1
"Iguodala, Andre",4.7
"Speights, Marreese",6.1
"Iguodala, Andre",4.6
"Lee, David",1
"Iguodala, Andre",0.1
"Green, Draymond",1.6
"Chandler, Wilson",5.6
"Chandler, Wilson",8.4
"Chandler, Wilson",3.3
"Lawson, Ty",3.9
"Nurkic, Jusuf",2.1
"Mozgov, Timofey",2.7
"Chandler, Wilson",2.4
"Lawson, Ty",8.3
"Chandler, Wilson",5.6
"Gee, Alonzo",1.7
"Lawson, Ty",2.7
"Chandler, Wilson",6.4
"Chandler, Wilson",2.7
"Lawson, Ty",2.8
"James, LeBron",5.8
"James, LeBron",5
"Irving, Kyrie",4.8
"Marion, Shawn",2.9
"Love, Kevin",2.2
"Varejao, Anderson",11.9
"Varejao, Anderson",1.3
"Marion, Shawn",2.2
"Waiters, Dion",3.6
"Varejao, Anderson",4.6
"Irving, Kyrie",3.4
"Marion, Shawn",3.7
"Love, Kevin",1.5
"Thompson, Tristan",0
"Marion, Shawn",4.9
"James, LeBron",4.8
"Marion, Shawn",3
"Hill, Solomon",5.3
"Hill, Solomon",0.4
"Watson, CJ",0.1
"Rudez, Damjan",1.6
"Hill, Solomon",4.8
"Hill, Solomon",2
"Hill, Solomon",5.4
"Hibbert, Roy",2.1
"Stuckey, Rodney",6.3
"Stuckey, Rodney",1
"Miles, CJ",1.4
"Watson, CJ",7.3
"Miles, CJ",0.8
"Miles, CJ",1.1
"Miles, CJ",10.1
"Sloan, Donald",2.3
"Sloan, Donald",2
"Scola, Luis",1.9
"Turner, Evan",2.3
"Turner, Evan",2.1
"Zeller, Tyler",3
"Turner, Evan",5.2
"Green, Jeff",4.3
"Green, Jeff",2.4
"Turner, Evan",1.6
"Green, Jeff",9.8
"Turner, Evan",1.7
"Green, Jeff",2.3
"Turner, Evan",0.8
"Smart, Marcus",0.3
"Smart, Marcus",4.5
"Green, Jeff",0.3
"Green, Jeff",5.8
"Gortat, Marcin",0
"Humphries, Kris",16.4
"Humphries, Kris",1.4
"Gortat, Marcin",2.3
"Humphries, Kris",3.8
"Butler, Rasual",5.3
"Butler, Rasual",2.7
"Temple, Garrett",7.3
"Butler, Rasual",1.7
"Seraphin, Kevin",1
"Seraphin, Kevin",2.6
"Butler, Rasual",2.8
"Butler, Rasual",2
Nene,12.9
"Gortat, Marcin",1.3
"Butler, Rasual",2.8
"Butler, Rasual",6
"Young, Nick",2.2
"Young, Nick",4.6
"Young, Nick",2.4
"Young, Nick",1.5
"Johnson, Wesley",1.6
"Johnson, Wesley",2.4
"Hill, Jordan",8.2
"Bryant, Kobe",2.2
"Johnson, Wesley",2.8
"Johnson, Wesley",4.6
"Johnson, Wesley",6.6
"Hill, Jordan",0.9
"Johnson, Wesley",1.6
"Johnson, Wesley",2.4
"Johnson, Wesley",3.3
"Johnson, Wesley",1.7
"Lin, Jeremy",0.4
"Young, Nick",3.5
"Ellington, Wayne",0.3
"Hill, Jordan",1.9
"Bryant, Kobe",2.8
"Lamb, Jeremy",7.3
"Collison, Nick",0.3
"Perkins, Kendrick",2.6
"Jackson, Reggie",5.4
"Jackson, Reggie",0.6
"Durant, Kevin",1.9
"Jackson, Reggie",1
"Lamb, Jeremy",0.6
"Jackson, Reggie",1.2
"Morrow, Anthony",1.9
"Jackson, Reggie",1.4
"Morrow, Anthony",0
"Jackson, Reggie",2.7
"Batum, Nicolas",1.2
"Aldridge, LaMarcus",2.3
"Crabbe, Allen",2.2
"Matthews, Wesley",1.6
"Batum, Nicolas",5.7
"Batum, Nicolas",5.4
"Kaman, Chris",3.7
"Kaman, Chris",2.3
"Freeland, Joel",0.6
"Matthews, Wesley",1.8
"Robinson, Thomas",2.4
"Batum, Nicolas",4.2
"Batum, Nicolas",3
"Batum, Nicolas",2.2
"Ezeli, Festus",1.2
"Livingston, Shaun",5.3
"Ezeli, Festus",0.5
"Iguodala, Andre",2.2
"Barbosa, Leandro",1.6
"Curry, Stephen",2.2
"Green, Draymond",4.9
"Barnes, Harrison",0.1
"Green, Danny",0.1
"Green, Danny",2.5
"Green, Danny",1.2
"Green, Danny",0.5
"Green, Danny",6.6
"Belinelli, Marco",1.6
"Leonard, Kawhi",1.1
"Leonard, Kawhi",6.7
"Anderson, Kyle",0
"Diaw, Boris",2.9
"Diaw, Boris",0.3
"Belinelli, Marco",1.4
"Papanikolaou, Kostas",1.1
"Johnson, Nick",1.9
"Ariza, Trevor",4.2
"Dorsey, Joey",1.4
"Black, Tarik",1.3
"Ariza, Trevor",5.1
"Motiejunas, Donatas",2.6
"Harden, James",1
"Motiejunas, Donatas",2.7
"Harden, James",1.8
"Johnson, Nick",1.3
"Terry, Jason",4.2
"Papanikolaou, Kostas",1.7
"Papanikolaou, Kostas",1
"Harden, James",4.6
"McDaniels, KJ",0.9
"Mbah a Moute, Luc",2.4
"Sims, Henry",2
"Carter-Williams, Michael",1.5
"Thompson, Hollis",4.5
"Barnes, Matt",4.2
"Turkoglu, Hedo",1.5
"Turkoglu, Hedo",1.5
"Turkoglu, Hedo",2.1
"Davis, Glen",1.7
"Davis, Glen",2.2
"Redick, JJ",3.1
"Hawes, Spencer",3.3
"Barnes, Matt",1.6
"Bullock, Reggie",6.2
"Bullock, Reggie",1.9
"Aldridge, LaMarcus",3.3
"Kaman, Chris",0.9
"Matthews, Wesley",1.7
"Batum, Nicolas",4.5
"Kaman, Chris",1.5
"Matthews, Wesley",1.1
"Lillard, Damian",2.4
"Crabbe, Allen",0.2
"Matthews, Wesley",0.1
"Matthews, Wesley",2.9
"Matthews, Wesley",2.2
"Batum, Nicolas",2.5
"Aldridge, LaMarcus",2.9
"Batum, Nicolas",2.5
"Aldridge, LaMarcus",4.4
"Batum, Nicolas",2.3
"Aldridge, LaMarcus",1.6
"Young, Nick",0.9
"Young, Nick",2
"Young, Nick",2.2
"Ellington, Wayne",1.1
"Young, Nick",3.4
"Pachulia, Zaza",2.1
"Middleton, Khris",0
"Dudley, Jared",2.7
"Bayless, Jerryd",8.9
"Middleton, Khris",2.2
"Antetokounmpo, Giannis",2.8
"Antetokounmpo, Giannis",5.6
"Antetokounmpo, Giannis",0.4
"Antetokounmpo, Giannis",2.5
"Casspi, Omri",0.9
"Casspi, Omri",1.4
"Landry, Carl",0.8
"Sessions, Ramon",16.7
"Williams, Derrick",2.6
"Casspi, Omri",3.3
"Williams, Derrick",5.6
"Sessions, Ramon",0.4
"Diaw, Boris",3.7
"Diaw, Boris",4.4
"Daye, Austin",1.6
"Diaw, Boris",3.9
"Ginobili, Manu",1.9
"Diaw, Boris",1.9
"Duncan, Tim",2.2
"Dalembert, Samuel",1.1
"Dalembert, Samuel",3.2
"Anthony, Carmelo",5.9
"Acy, Quincy",1.8
"Hardaway Jr., Tim",3.3
"Anthony, Carmelo",3.2
"Acy, Quincy",2.1
"Stoudemire, Amar'e",7.2
"Acy, Quincy",2.8
"Acy, Quincy",1.2
"Anthony, Carmelo",0.5
"Hardaway Jr., Tim",1.6
"Acy, Quincy",1.1
"Acy, Quincy",5.6
"Wear, Travis",0.4
"Harris, Devin",2.2
"Aminu, Al-Farouq",2.2
"Barea, Jose Juan",2.2
"Jefferson, Richard",5.3
"Wright, Brandan",2.6
"Jefferson, Richard",3.2
"Jefferson, Richard",4.2
"Davis, Anthony",2.1
"Miller, Darius",2.5
"Rivers, Austin",2
"Anderson, Ryan",5
"Rivers, Austin",5
"Miller, Darius",2.6
"Deng, Luol",2
"Chalmers, Mario",3.5
"Chalmers, Mario",2.1
"Haslem, Udonis",5.7
"Chalmers, Mario",4.2
"Napier, Shabazz",2.5
"Chalmers, Mario",2.4
"Ennis, James",2
"Bosh, Chris",6.3
"Deng, Luol",2.5
"Deng, Luol",1.9
"Harkless, Maurice",5.1
"Gordon, Aaron",1.3
"Harkless, Maurice",1.3
"Gordon, Aaron",1.6
